NO,Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,KOTA,Latitude,Longitude,cluster
3055,12-08-2023,-0.3655486779734991,-0.41537353273475053,-0.004183278158274913,-1.8312409783323926,,0.7210162275256995,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3054,11-08-2023,-0.44788495282370877,-0.6064467419354285,-0.19640405811754993,-1.2931185946623143,,1.1327292491138625,0.4575409874057737,-0.681685003834446,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3044,01-08-2023,0.2931415208281814,-0.08099541663356172,0.5724790617195502,-1.2931185946623143,-0.6771493957095847,1.3385857599079438,2.0113772273936568,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3053,10-08-2023,-0.44788495282370877,-0.6542150442355987,0.07270503382543482,-1.1585879987447947,-0.6771493957095847,1.2699669229765835,1.4934318140643623,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3051,08-08-2023,0.12846897112776054,-0.3198369281344099,0.22648165779285567,-0.4859350191571969,-0.6771493957095847,0.8239444829227403,1.4934318140643623,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3050,07-08-2023,0.08730083370265641,-0.22430032353407098,0.22648165779285567,-0.4859350191571969,-0.6771493957095847,1.3042763414422638,0.975486400735068,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3049,06-08-2023,0.2108052459779717,0.15784609486728648,0.45714659374398486,-0.4859350191571969,2.032547552846163,1.2699669229765835,-0.06040442592352064,-0.681685003834446,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3048,05-08-2023,-0.4890530902488144,0.2533826994676254,0.34181412576842096,-1.024057402827275,-0.6771493957095847,,2.0113772273936568,-0.47113230070160983,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3047,04-08-2023,0.046132696277550844,0.15784609486728648,0.6109232177114057,-1.2931185946623143,-0.6771493957095847,1.2356575045109028,0.975486400735068,-0.47113230070160983,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3046,03-08-2023,0.5401503453788105,-0.12876371893373204,0.45714659374398486,-0.4859350191571969,,1.2699669229765835,0.975486400735068,0.47635486339615296,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3052,09-08-2023,-0.3655486779734991,-0.3198369281344099,0.07270503382543482,-0.8895268069097556,-0.6771493957095847,1.372895178373624,0.975486400735068,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3027,15-07-2023,0.12846897112776054,0.8266023270696607,0.6493673737032599,-1.5621797864973535,-0.6771493957095847,-0.06810039718494602,-0.5783498392528149,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3097,23-09-2023,0.2108052459779717,1.0176755362703387,0.7646998416788252,-2.436628659961231,-0.6771493957095847,1.407204596839304,0.975486400735068,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3099,25-09-2023,0.3343096582532855,1.2087487454710164,0.9953647776299558,-1.8312409783323926,,1.2356575045109028,0.975486400735068,-0.47113230070160983,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3149,14-11-2023,1.7751944681319602,1.1132121408706792,1.41825049354036,-0.754996210992236,2.032547552846163,1.372895178373624,0.4575409874057737,-0.681685003834446,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3148,13-11-2023,1.6928581932817506,1.1609804431708495,1.495138805524071,-1.2931185946623143,-0.6771493957095847,1.2013480860452228,0.975486400735068,0.5816312149625711,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3147,12-11-2023,1.4458493687311216,1.3042853500713572,1.572027117507781,-2.100302170167432,-0.6771493957095847,1.372895178373624,0.975486400735068,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3146,11-11-2023,1.610521918431541,1.1132121408706792,1.4566946495322155,-1.5621797864973535,-0.6771493957095847,0.06913727667777476,0.4575409874057737,-1.1027904101001182,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3145,10-11-2023,1.198840544180491,1.1132121408706792,1.379806337548506,-1.4276491905798339,,0.5494691351972983,0.4575409874057737,-0.47113230070160983,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3144,09-11-2023,1.4458493687311216,1.3998219546716977,1.4566946495322155,-1.5621797864973535,,1.613061107633386,0.4575409874057737,-0.3658559491351917,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3150,15-11-2023,0.9518317196298605,0.9221389316700014,1.379806337548506,-1.024057402827275,0.8149972987149953,1.0984198306481825,0.4575409874057737,-0.681685003834446,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3143,08-11-2023,1.1576724067553854,1.1132121408706792,1.302918025564796,-1.5621797864973535,-0.6771493957095847,1.613061107633386,-0.06040442592352064,-1.2080667616665364,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3141,06-11-2023,1.198840544180491,1.3042853500713572,1.379806337548506,-1.696710382414873,-0.6771493957095847,1.613061107633386,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3140,05-11-2023,1.198840544180491,0.9221389316700014,1.2644738695729405,-1.024057402827275,-0.5942523571304413,0.9268727383197812,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3139,04-11-2023,1.9398670178323811,0.9221389316700014,1.226029713581085,-1.024057402827275,-0.6771493957095847,1.2699669229765835,-0.06040442592352064,-0.9975140585337002,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3138,03-11-2023,1.3635130938809104,1.1609804431708495,1.5335829615159253,-1.2931185946623143,,1.407204596839304,1.4934318140643623,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3137,02-11-2023,1.4458493687311216,1.1132121408706792,1.5335829615159253,-1.696710382414873,-0.6771493957095847,0.5837785536629785,0.975486400735068,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3136,01-11-2023,0.37547779567839107,0.7310657224693201,1.2644738695729405,-1.2931185946623143,-0.6771493957095847,1.3385857599079438,0.975486400735068,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3142,07-11-2023,1.0341679944800715,1.0176755362703387,1.3413621815566503,-1.696710382414873,-0.6771493957095847,1.5787516891677054,0.975486400735068,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3135,31-10-2023,1.198840544180491,0.7310657224693201,1.41825049354036,-1.1585879987447947,-0.6771493957095847,1.3385857599079438,0.4575409874057737,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3151,16-11-2023,1.6928581932817506,1.3520536523715274,1.495138805524071,-1.5621797864973535,-0.6771493957095847,0.3093032059375365,0.4575409874057737,-0.5764086522680278,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3153,18-11-2023,1.2811768190307007,1.3042853500713572,1.5335829615159253,-2.100302170167432,-0.6771493957095847,-0.5141228372387895,-0.06040442592352064,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3167,02-12-2023,0.9518317196298605,0.9221389316700014,0.6878115296951155,-0.2168738273221577,2.032547552846163,-1.2689300434837547,0.4575409874057737,0.5816312149625711,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3166,01-12-2023,1.0341679944800715,0.34891930406796434,0.4187024377521307,0.186717960430401,0.6077547022671369,1.1327292491138625,0.4575409874057737,1.8449474337595881,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3165,30-11-2023,1.4458493687311216,1.3042853500713572,1.379806337548506,-0.8895268069097556,,0.24068436900617599,0.975486400735068,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3164,29-11-2023,1.198840544180491,0.6832974201691532,1.187585557589231,-0.754996210992236,,-1.9208089943316793,0.975486400735068,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3163,28-11-2023,1.1165042693302814,-0.22430032353407098,0.6878115296951155,-0.3514044232396773,-0.6771493957095847,0.6867068090600191,-0.5783498392528149,0.2658021602633168,-0.6662825137881142,,TUBAN,-6.8962656,112.0650714,2
3162,27-11-2023,0.5813184828039161,0.7788340247694904,1.0722530896136655,-0.754996210992236,2.017004358112574,0.5494691351972983,0.975486400735068,-1.2080667616665364,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3152,17-11-2023,1.4458493687311216,0.8266023270696607,1.2644738695729405,-1.024057402827275,-0.22121568352429638,0.8925633198541004,0.4575409874057737,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3161,26-11-2023,0.4578140705286008,1.6864317684727128,0.8800323096543905,-0.754996210992236,-0.5528038378408697,-1.577714809674877,2.0113772273936568,0.6869075665289892,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3159,24-11-2023,1.610521918431541,1.2087487454710164,1.41825049354036,-1.024057402827275,,-0.754288766498551,0.4575409874057737,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3158,23-11-2023,1.8163626055570659,1.6386634661725459,1.41825049354036,-1.1585879987447947,-0.6771493957095847,-1.5090959727435163,0.975486400735068,2.0555001368924244,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3157,22-11-2023,1.3635130938809104,1.495358559272035,1.7258037414752003,-1.4276491905798339,-0.6771493957095847,1.613061107633386,0.4575409874057737,-0.5764086522680278,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3156,21-11-2023,1.3635130938809104,1.2087487454710164,1.495138805524071,-1.4276491905798339,-0.511355318551298,1.647370526099066,0.4575409874057737,-0.8922377069672821,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3155,20-11-2023,1.610521918431541,1.3998219546716977,1.495138805524071,-1.5621797864973535,,1.407204596839304,0.4575409874057737,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3154,19-11-2023,1.610521918431541,1.2087487454710164,1.572027117507781,-2.100302170167432,-0.6771493957095847,1.407204596839304,0.4575409874057737,-1.1027904101001182,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3160,25-11-2023,1.610521918431541,0.8266023270696607,0.34181412576842096,0.45577915226544014,,0.4122314613345772,1.4934318140643623,-1.3133431132329545,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3098,24-09-2023,0.046132696277550844,0.301151001767794,0.8415881536625349,-2.100302170167432,-0.6771493957095847,1.3385857599079438,0.975486400735068,-0.9975140585337002,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3134,30-10-2023,1.610521918431541,0.874370629369831,1.41825049354036,-1.2931185946623143,,1.7502987814961066,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3132,28-10-2023,0.8283273073545466,0.9221389316700014,1.302918025564796,-1.696710382414873,-0.6771493957095847,1.0984198306481825,0.4575409874057737,-1.1027904101001182,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3113,09-10-2023,0.6224866202290217,0.34891930406796434,1.03380893362181,-1.1585879987447947,-0.6771493957095847,1.407204596839304,0.4575409874057737,-1.1027904101001182,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3112,08-10-2023,0.5401503453788105,0.6355291178689829,1.3413621815566503,-2.100302170167432,-0.6771493957095847,1.2356575045109028,0.975486400735068,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3111,07-10-2023,0.6224866202290217,0.34891930406796434,1.03380893362181,-1.2931185946623143,-0.6771493957095847,1.4415140153049848,0.975486400735068,-0.5764086522680278,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3110,06-10-2023,0.9518317196298605,0.7310657224693201,1.187585557589231,-1.5621797864973535,,0.9954915752511414,0.975486400735068,-0.5764086522680278,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3109,05-10-2023,0.37547779567839107,0.34891930406796434,0.8031439976706808,-0.8895268069097556,,1.1670386675795426,0.975486400735068,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3108,04-10-2023,0.4578140705286008,0.20561439716745508,1.0722530896136655,-1.8312409783323926,-0.6771493957095847,1.1327292491138625,0.975486400735068,-0.8922377069672821,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3114,10-10-2023,1.0341679944800715,0.4922242109684719,1.110697245605521,-1.024057402827275,,0.9954915752511414,0.4575409874057737,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3107,03-10-2023,0.7048228950792313,0.4922242109684719,0.9569206216381002,-2.100302170167432,2.032547552846163,1.1670386675795426,0.4575409874057737,-0.9975140585337002,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3105,01-10-2023,0.6224866202290217,0.8266023270696607,0.8800323096543905,-2.369363362002471,,1.2013480860452228,0.4575409874057737,-1.1027904101001182,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3104,30-09-2023,0.7048228950792313,0.2533826994676254,0.9953647776299558,-2.100302170167432,-0.6771493957095847,0.9611821567854613,-0.06040442592352064,-1.1027904101001182,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3103,29-09-2023,0.2931415208281814,0.014541187966777218,0.7646998416788252,-0.754996210992236,,1.1670386675795426,1.4934318140643623,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3102,28-09-2023,-0.571389365099024,0.15784609486728648,0.726255685686971,-1.2931185946623143,-0.6771493957095847,1.4415140153049848,1.4934318140643623,-0.9975140585337002,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3101,27-09-2023,-0.44788495282370877,0.7310657224693201,0.5724790617195502,-1.4276491905798339,-0.6771493957095847,1.475823433770665,0.975486400735068,-0.5764086522680278,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3100,26-09-2023,0.37547779567839107,0.444455908668305,0.8031439976706808,-2.436628659961231,,1.1670386675795426,0.975486400735068,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3106,02-10-2023,0.5401503453788105,0.9221389316700014,0.9953647776299558,-2.100302170167432,-0.6771493957095847,1.1670386675795426,0.4575409874057737,-0.9975140585337002,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
