NO,Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,KOTA,Latitude,Longitude,cluster
3472,01-01-2020,-2.0740263811153543,-1.9917275086403508,-1.5035053618406196,1.5320239196055967,1.2294824916107119,-1.577714809674877,-1.0962952525821092,-0.5764086522680278,-1.7177536480573736,,PASURUAN,-7.7508114,112.81848297670143,2
3077,03-09-2023,0.2108052459779717,-0.12876371893373204,0.34181412576842096,-2.436628659961231,-0.6771493957095847,1.1327292491138625,0.4575409874057737,-0.8922377069672821,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3076,02-09-2023,-0.11853985342286855,-0.12876371893373204,0.18803750180100012,-2.100302170167432,-0.6771493957095847,1.2699669229765835,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3075,01-09-2023,0.2108052459779717,0.062309490266945836,0.38025828176027515,-1.8312409783323926,,1.1670386675795426,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3074,31-08-2023,0.2108052459779717,-0.0332271143333931,0.49559074973584044,-1.024057402827275,,1.3385857599079438,0.4575409874057737,0.2658021602633168,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3073,30-08-2023,-0.3655486779734991,0.20561439716745508,0.45714659374398486,-1.5621797864973535,-0.6771493957095847,1.407204596839304,0.975486400735068,-0.9975140585337002,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3072,29-08-2023,-0.24204426569818382,-0.22430032353407098,0.26492581378470986,-1.1585879987447947,-0.6771493957095847,1.3042763414422638,0.975486400735068,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3078,04-09-2023,-0.6948937773743393,0.014541187966777218,0.26492581378470986,-2.100302170167432,,1.2356575045109028,0.975486400735068,-0.9975140585337002,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3071,28-08-2023,-0.44788495282370877,-0.41537353273475053,0.18803750180100012,-1.2931185946623143,-0.6771493957095847,1.407204596839304,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3069,26-08-2023,0.4166459331034967,0.301151001767794,0.6493673737032599,-1.5621797864973535,-0.6771493957095847,1.3042763414422638,0.4575409874057737,-0.9975140585337002,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3068,25-08-2023,-0.03620357857265885,0.4922242109684719,0.38025828176027515,-0.754996210992236,,1.3385857599079438,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3067,24-08-2023,-0.3655486779734991,-0.12876371893373204,0.34181412576842096,-1.1585879987447947,-0.6771493957095847,1.3042763414422638,1.4934318140643623,-0.3658559491351917,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3066,23-08-2023,-0.11853985342286855,-0.41537353273475053,0.14959334580914593,-1.024057402827275,-0.6771493957095847,1.2699669229765835,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3065,22-08-2023,-0.03620357857265885,-0.0332271143333931,0.34181412576842096,-1.024057402827275,,1.2699669229765835,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3064,21-08-2023,-0.03620357857265885,0.062309490266945836,0.3033699697765654,-0.754996210992236,,1.2356575045109028,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3070,27-08-2023,-0.11853985342286855,0.34891930406796434,0.34181412576842096,-1.4276491905798339,,0.9268727383197812,0.975486400735068,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3063,20-08-2023,0.046132696277550844,0.062309490266945836,0.49559074973584044,-1.024057402827275,-0.6771493957095847,1.3385857599079438,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3079,05-09-2023,-0.6125575025241282,0.34891930406796434,0.34181412576842096,-2.100302170167432,,1.2013480860452228,0.975486400735068,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3081,07-09-2023,0.37547779567839107,0.34891930406796434,0.726255685686971,-1.696710382414873,-0.6771493957095847,1.2356575045109028,-0.06040442592352064,0.7921839180954072,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3095,21-09-2023,0.37547779567839107,0.7310657224693201,0.6878115296951155,-2.100302170167432,,1.0984198306481825,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3094,20-09-2023,-0.20087612827307824,0.5399925132686423,0.8415881536625349,-1.8312409783323926,,0.1377561136091353,0.975486400735068,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3093,19-09-2023,0.9518317196298605,0.301151001767794,0.8031439976706808,-1.8312409783323926,-0.6771493957095847,0.9611821567854613,0.4575409874057737,-0.7869613554008641,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3092,18-09-2023,0.7048228950792313,1.2087487454710164,0.9953647776299558,-1.9657715742499122,2.032547552846163,0.9611821567854613,0.4575409874057737,0.5816312149625711,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3091,17-09-2023,0.37547779567839107,0.15784609486728648,0.6493673737032599,-1.1585879987447947,-0.6771493957095847,1.1670386675795426,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3090,16-09-2023,0.37547779567839107,0.062309490266945836,0.534034905727696,-1.1585879987447947,,1.2356575045109028,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3080,06-09-2023,-0.3655486779734991,0.6355291178689829,0.534034905727696,-1.2931185946623143,,1.2356575045109028,1.4934318140643623,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3089,15-09-2023,-0.20087612827307824,1.0176755362703387,0.6493673737032599,-1.9657715742499122,,0.9268727383197812,0.975486400735068,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3087,13-09-2023,0.49898220795370635,0.4922242109684719,0.8031439976706808,-1.5621797864973535,-0.6771493957095847,1.3385857599079438,0.975486400735068,-1.1027904101001182,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3086,12-09-2023,0.2931415208281814,0.34891930406796434,0.9184764656462461,-1.696710382414873,-0.6771493957095847,1.3385857599079438,0.4575409874057737,-0.5764086522680278,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3085,11-09-2023,0.4166459331034967,0.444455908668305,0.726255685686971,-1.8312409783323926,,1.2699669229765835,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3084,10-09-2023,-0.03620357857265885,1.0176755362703387,0.6109232177114057,-2.369363362002471,,1.1670386675795426,0.4575409874057737,-0.47113230070160983,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3083,09-09-2023,-0.20087612827307824,0.062309490266945836,0.38025828176027515,-2.100302170167432,-0.6771493957095847,1.2699669229765835,0.975486400735068,-0.8922377069672821,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3082,08-09-2023,0.4578140705286008,0.2533826994676254,0.6109232177114057,-1.5621797864973535,2.032547552846163,1.1670386675795426,0.4575409874057737,-0.47113230070160983,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3088,14-09-2023,0.5401503453788105,0.20561439716745508,0.7646998416788252,-1.2931185946623143,-0.6439905802779273,1.3385857599079438,0.975486400735068,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3096,22-09-2023,0.2108052459779717,-0.3198369281344099,0.45714659374398486,-2.436628659961231,-0.6771493957095847,1.1670386675795426,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3062,19-08-2023,-0.11853985342286855,-0.0332271143333931,0.26492581378470986,-1.024057402827275,-0.561093541698784,1.2356575045109028,0.975486400735068,-0.7869613554008641,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3060,17-08-2023,-0.11853985342286855,-0.3198369281344099,0.38025828176027515,-2.369363362002471,,1.2699669229765835,0.4575409874057737,0.5816312149625711,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3041,29-07-2023,-0.20087612827307824,0.062309490266945836,0.11114918981729037,-1.2931185946623143,,1.1670386675795426,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3040,28-07-2023,0.2108052459779717,0.062309490266945836,0.45714659374398486,-2.436628659961231,,1.0298009937168215,-0.06040442592352064,-0.5764086522680278,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3039,27-07-2023,-0.20087612827307824,0.11007779256711615,0.38025828176027515,-2.2348327660849514,-0.6771493957095847,1.0984198306481825,0.975486400735068,-0.8922377069672821,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3038,26-07-2023,0.2108052459779717,0.062309490266945836,0.3033699697765654,-1.024057402827275,-0.6771493957095847,1.1670386675795426,0.975486400735068,-0.5764086522680278,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3037,25-07-2023,0.49898220795370635,-0.22430032353407098,0.4187024377521307,-0.4859350191571969,-0.6771493957095847,1.0984198306481825,0.975486400735068,-0.47113230070160983,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3036,24-07-2023,0.7048228950792313,-0.22430032353407098,0.38025828176027515,-0.8895268069097556,,1.0641104121825016,0.4575409874057737,-0.681685003834446,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3042,30-07-2023,-0.2832124031232894,0.2533826994676254,0.34181412576842096,-2.100302170167432,-0.6771493957095847,1.3385857599079438,0.4575409874057737,-0.3658559491351917,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3035,23-07-2023,0.37547779567839107,-0.17653202123390235,0.4187024377521307,-1.2931185946623143,,1.1670386675795426,0.4575409874057737,-0.5764086522680278,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3033,21-07-2023,-0.20087612827307824,-0.22430032353407098,0.38025828176027515,-2.369363362002471,-0.6771493957095847,1.3385857599079438,-0.06040442592352064,0.16052580869689873,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3032,20-07-2023,-0.2832124031232894,-0.12876371893373204,0.26492581378470986,-2.436628659961231,-0.6771493957095847,1.2356575045109028,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3031,19-07-2023,0.046132696277550844,0.34891930406796434,0.38025828176027515,-1.5621797864973535,,1.2356575045109028,-0.06040442592352064,-0.050026894435937455,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3030,18-07-2023,-0.03620357857265885,0.5399925132686423,0.49559074973584044,-1.5621797864973535,,1.2699669229765835,2.0113772273936568,-0.26057959756877364,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3029,17-07-2023,-0.07737171599776443,0.11007779256711615,0.22648165779285567,-1.5621797864973535,-0.6771493957095847,1.1670386675795426,0.4575409874057737,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3028,16-07-2023,0.2108052459779717,0.6832974201691532,0.8031439976706808,-1.8312409783323926,-0.6771493957095847,1.2356575045109028,1.4934318140643623,0.16052580869689873,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3034,22-07-2023,0.12846897112776054,-0.17653202123390235,0.3033699697765654,-1.696710382414873,-0.6771493957095847,1.3042763414422638,-0.06040442592352064,-0.9975140585337002,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3061,18-08-2023,0.2519733834030758,0.15784609486728648,0.45714659374398486,-1.8312409783323926,-0.6771493957095847,1.3042763414422638,0.4575409874057737,-0.681685003834446,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3043,31-07-2023,-0.11853985342286855,0.15784609486728648,0.34181412576842096,-1.8312409783323926,,1.3385857599079438,0.975486400735068,0.3710785118297349,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3045,02-08-2023,0.6224866202290217,-0.08099541663356172,0.534034905727696,-0.3514044232396773,,1.1670386675795426,2.0113772273936568,-0.050026894435937455,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3059,16-08-2023,0.046132696277550844,-0.12876371893373204,0.34181412576842096,-1.4276491905798339,,0.9611821567854613,0.4575409874057737,-0.681685003834446,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3058,15-08-2023,0.046132696277550844,-0.22430032353407098,0.38025828176027515,-0.8895268069097556,2.032547552846163,1.3385857599079438,0.975486400735068,-0.8922377069672821,0.3851886204811452,,TUBAN,-6.8962656,112.0650714,2
3057,14-08-2023,0.12846897112776054,0.062309490266945836,0.38025828176027515,-1.2931185946623143,-0.6771493957095847,1.2356575045109028,1.4934318140643623,-0.9975140585337002,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
3056,13-08-2023,-0.6125575025241282,-0.22430032353407098,0.11114918981729037,-0.8895268069097556,-0.6771493957095847,1.3385857599079438,0.4575409874057737,-0.47113230070160983,1.4366597547504045,,TUBAN,-6.8962656,112.0650714,2
